time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,distance,reward,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
0.06,0.016081771328439357,0.01591663011211334,50.57409063495686,0.010597700336348659,0.010603501230090018,0.01059999252914512,0.10267519414738745,0.09727165251234639,9.143649940247071,0.00988489909978039,0.010174817225513643,0.009999626462329455,0.5741533345714768,1.5053590977545988,49.75007190628016,49.87935858771206,49.81967985913476,49.73571405246827
0.12000000000000001,0.022313997648325083,0.02167968657403454,51.09820622865892,0.011187499764710118,0.011221382151527237,0.011199962646589512,0.10501785213402594,0.09487880656999703,8.33317152695141,0.009719937026160582,0.01054329939092356,0.00999925295256412,1.0983373663323086,1.282295238344412,49.82102156470427,50.09184134542385,49.97696615826955,49.85668639619586
0.18,0.028677306764132205,0.0273088465699193,51.574906623582635,0.011779523902265332,0.011867823589256865,0.011799910354004517,0.10704753305256341,0.09280603342059054,7.562292607027674,0.010159742757430442,0.011231556256430958,0.00999887947070087,1.575112475654357,1.1869285561861493,49.639024530515385,50.144692910235925,49.76456097313401,50.08762147857747
0.23999999999999996,0.03515351576383918,0.032822767428062324,52.00640458252306,0.012387700910590382,0.01255055858707177,0.012399835653067015,0.10878413168095316,0.09103446668628337,6.825687977932069,0.010089320257508718,0.011672036255691918,0.009998506016736573,2.006692035873441,1.130731606022545,49.93437478749826,50.25696286578311,49.79444014422067,49.7434469159542
0.3,0.04172558520540326,0.03823896816696224,52.39461531041182,0.012995386429187405,0.01324657365764903,0.012999738545448558,0.11024526502410238,0.08954618392568293,6.118742594061148,0.010205527340371674,0.011456286301642726,0.009998132590668108,2.394991949242934,1.0946478666832806,50.30829727579115,50.152293288251435,49.7888125473702,49.87483228465393
0.36000000000000004,0.04837744774776771,0.04357389975169795,52.7411929666172,0.013630856756576826,0.013942997163427506,0.01359961903282425,0.11144603708620066,0.08832256955796666,5.437353112664457,0.011351555456943553,0.011906922431640281,0.009997759192492349,2.7416671781001734,1.071279306833868,50.081953440589054,50.410736689374204,49.409894616285406,50.25123900625609
0.4200000000000001,0.055093964985068966,0.04884280682914789,53.047561104241055,0.0143287381480528,0.014666926208183995,0.01419947711686742,0.11240316970063018,0.08734202542925723,4.777921894181186,0.012185187619370817,0.012380746502336015,0.009997385822206169,3.0481422068865816,1.0570913754088513,49.95841358552803,50.30481563454033,49.68891886441341,50.299102907051584
0.48000000000000015,0.061861066827321266,0.054059644490773766,53.314939882031325,0.015072950443043354,0.01542654735663529,0.014799312799251396,0.11313502723773078,0.08658400125034144,4.137255263043217,0.012836713060028728,0.013213793967521478,0.009997012479806442,3.3156382860630282,1.0502742225058905,49.91498511250534,50.52199531151913,49.87130226519226,50.34729956020319
0.5400000000000001,0.06866585168884352,0.059237154411029766,53.544364897807945,0.01585366095617058,0.016239217152953955,0.015399126081648618,0.11366229113302508,0.08602823715063536,3.512385788292763,0.013359824865460475,0.014197840148608282,0.009996639165290047,3.5451923090774637,1.0499916180507365,49.73829093059235,50.45677607952875,49.9219534276304,50.30433596699907
0.6000000000000002,0.0754966826182626,0.06438686410096277,53.73670210162085,0.01667115960374943,0.017103880498298807,0.015998916965732413,0.1140063497394163,0.08565430461981584,2.9006178835066496,0.014150083132289973,0.014834113910190868,0.00999626587865386,3.7376717810260454,1.0561286585553717,49.78174183996571,50.24764462378993,49.56552670588094,50.145429537864985
0.6600000000000003,0.08234317108741153,0.06951908715624895,53.89266550107367,0.017525515489444032,0.017990409667067553,0.01659868545317611,0.1141874936637763,0.08544204985874544,2.2995753228666853,0.014417034246373533,0.014657972325883672,0.00999589261989476,3.8937925932679107,1.0693324599629168,50.10967991727773,49.983073170054865,49.80540634294638,50.00217985562898
0.7200000000000003,0.08919623536993809,0.07464283238466422,54.01282908431936,0.01841472635389163,0.01887224587273373,0.01719843154565126,0.11422923638078997,0.085368068001705,1.7069614975486829,0.015614519942655787,0.014775749532663232,0.009995519389009618,4.0141310391459335,1.0914521618147823,49.77539856847786,49.863371309692965,49.739691211149655,50.61173004987035
0.7800000000000004,0.09604833632125814,0.0797655893536343,54.09763115771623,0.019366427520478346,0.019755119388308096,0.017798155244830305,0.11415964055572987,0.0854050044283268,1.1205452166466725,0.016351484370889992,0.014591895561088577,0.009995146185995316,4.099128280296721,1.1270700054500202,49.84896353841082,49.716114222362876,49.62704939069899,50.16751772824297
0.8400000000000004,0.10289366739708257,0.08489317522260549,54.147382618156115,0.02035730799105817,0.020620393287140715,0.01839785655238657,0.11400842620766441,0.08552438509999448,0.5383058452708408,0.016839066101733743,0.014077701801190655,0.009994773010848734,4.1490987940179105,1.1903914827162414,50.04318105819028,49.669053310576615,49.62193703265592,49.9809812190589
0.9000000000000005,0.10972833895251687,0.09002956835296516,54.162274578732614,0.02138198154842641,0.021449041841356653,0.018997535469990723,0.11380984002250273,0.08569322468273038,-0.04173294912041209,0.01755130451235016,0.013271608691753253,0.009994399863566747,4.164238242723962,1.3784653110852865,50.144583818482936,49.55709258605759,49.72174014390682,50.24326258335434
0.9600000000000005,0.11655070642309313,0.09517656441799591,54.14237815816783,0.022450925201078498,0.022222834865391228,0.0195971919993152,0.11360452785143202,0.08587161483239929,-0.6215995770023743,0.018339315484463742,0.012135769785223243,0.009994026744146236,4.14462361444694,1.2546337957825422,50.09410680453137,49.26304139422862,49.77614915630879,50.35248547537717
